,E007_Time[h],E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_Time[h],E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_Time[h],E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
158,13.221944444444444,-2.01549432633714,-1.9525677871686704,-2.0004912175492056,-1.9977522250503428,-1.952336696581373,13.219444444444443,-2.133827316066192,-2.052197930875159,-2.075243664334316,-2.075806235024225,13.219444444444443,-2.817846696114616,-2.863670677904426,-2.6360908259361526,-2.8658514248286937,-2.82527290299167
159,13.305277777777777,-2.029354291070971,-1.968645000610204,-2.0206107388137844,-2.0112307436503034,-1.9733309322293504,13.305555555555555,-2.1635545450530222,-2.0775693446695427,-2.097809759870314,-2.1052993586729567,13.303055555555556,-2.8400516671861364,-2.89225859209824,-2.6595335857267264,-2.8887215583212336,-2.842240717832273
160,13.38861111111111,-2.052851948973142,-1.9805685661308636,-2.037569588897856,-2.028566570415113,-1.991374435464039,13.388888888888888,-2.1901599781907795,-2.105425386990025,-2.135249998422398,-2.1356942810053128,13.388888888888888,-2.85615551634642,-2.91414897225021,-2.673943405415791,-2.909509924834069,-2.861297847901997
161,13.471944444444444,-2.0653847825895126,-1.990135961681358,-2.05116516937466,-2.052556978017872,-2.0028645567802696,13.47222222222222,-2.214840812674284,-2.135963187905082,-2.1649615675423397,-2.154387956122214,13.47222222222222,-2.877955680395483,-2.9299392125498187,-2.6737169805891314,-2.9252137373155334,-2.8784417097511104
162,13.555277777777777,-2.0805502817819157,-2.0017446724129657,-2.0701948893598763,-2.0699992469646857,-2.01719865419432,13.555555555555555,-2.246394254026657,-2.1601798859182857,-2.1989416631749354,-2.1741773470778494,13.555555555555555,-2.8906496043131016,-2.9506267153618038,-2.6682510161036284,-2.9362302174779678,-2.896669728180167
163,13.63861111111111,-2.094945943728153,-2.013592190677535,-2.087056165511625,-2.0848906655946537,-2.0305740932439083,13.638888888888888,-2.280617516099321,-2.1860726279683123,-2.2199874896580027,-2.2004594258796715,13.638888888888888,-2.899434741258798,-2.957808891226155,-2.6783422260872607,-2.9513565957977232,-2.9153793362400107
164,13.721944444444444,-2.105969272922002,-2.0266760160274835,-2.098946422030466,-2.1000285300798804,-2.0461882469881973,13.72222222222222,-2.303107821071999,-2.2052385694289374,-2.2420962597223832,-2.220031173488401,13.72222222222222,-2.914708552571854,-2.9912831588581232,-2.6975873339391034,-2.9637901115151606,-2.9245679752317697
165,13.805277777777777,-2.113417781173209,-2.0431936552157994,-2.1162630906593978,-2.1182101444254675,-2.0580384960077933,13.805555555555555,-2.326462399452714,-2.228274874109036,-2.2636651944919404,-2.247689579818024,13.805555555555555,-2.932468507771298,-2.997846945148216,-2.700383072329328,-2.983728012634648,-2.9312330947068608
166,13.88861111111111,-2.126688987607496,-2.053742622196042,-2.129603610683861,-2.131232820469519,-2.0709222284047453,13.888888888888888,-2.35527849007779,-2.254978714252583,-2.3026915234835634,-2.2756316437357915,13.888888888888888,-2.944112084555914,-3.017897685162192,-2.704526183199204,-2.9921675559245653,-2.936772152466988
167,13.971944444444444,-2.1373804186665533,-2.0637204381223397,-2.1405654289317333,-2.146893877883138,-2.074836839802546,13.97222222222222,-2.377153340111854,-2.278547270538656,-2.309372484607161,-2.3136543730622203,13.97222222222222,-2.9580367688042406,-3.03203282214107,-2.7148134177610945,-3.001506006917297,-2.9505826145641407
168,14.058055555555557,-2.1430896081080477,-2.073524631349389,-2.152545999773335,-2.152190644170427,-2.088779733346131,14.055555555555555,-2.3946842050478314,-2.3027777320814327,-2.326905324165666,-2.351954784571094,14.055555555555555,-2.964040054574565,-3.044649807501126,-2.7004415364984657,-3.013740639909241,-2.961261955300597
169,14.141388888888889,-2.156014097005614,-2.0859527374324616,-2.165942785121424,-2.1665204546684897,-2.10334831970188,14.141666666666666,-2.416868348706948,-2.317467296430189,-2.355687296855036,-2.3767299039894625,14.139166666666666,-2.9691194441049324,-3.0509461008338885,-2.707807309165874,-3.023868737960802,-2.9758076572289216
170,14.22472222222222,-2.1643514337488616,-2.0984022991273954,-2.1711532544312,-2.1800806525474314,-2.1177400170576157,14.225,-2.4379030432387325,-2.348413169569304,-2.3845156657642503,-2.3889767659976395,14.225,-2.9690724478131347,-3.061719169906145,-2.6881075147889764,-3.029087592896394,-2.9838172111519654
171,14.308055555555557,-2.166899174043371,-2.103270866390599,-2.176974884700299,-2.190268588810354,-2.1227522511226025,14.308333333333334,-2.4663855691210133,-2.370812565918255,-2.40458770237531,-2.4080924142292077,14.308333333333334,-2.97409658429672,-3.070966490659938,-2.6861389416645256,-3.04199450530444,-2.989088116122867
172,14.391388888888889,-2.177254880910696,-2.112355996379053,-2.1868051604688032,-2.1964816222933634,-2.126582455127552,14.391666666666666,-2.483313215159921,-2.39226270833162,-2.427900686563244,-2.438273901271012,14.391666666666666,-2.9799893803329907,-3.078285547212565,-2.7164983873603727,-3.039386784537372,-2.9936178794450523
173,14.47472222222222,-2.184616124688361,-2.1244552534503045,-2.192441573819229,-2.2075171196655647,-2.138428069824616,14.475,-2.506883278489884,-2.4105608280990785,-2.4400519065960973,-2.4617182886631657,14.475,-2.989148370878999,-3.094273831856584,-2.705582658715464,-3.0456617487116318,-3.0086040166722348
174,14.558055555555557,-2.192380483029864,-2.1241662091624747,-2.197281624376536,-2.2167724554290613,-2.144886543487391,14.558333333333334,-2.525893064573634,-2.4283041649454105,-2.456638659134944,-2.4894226468990475,14.558333333333334,-2.9881710990715504,-3.1137288450598017,-2.7077885718398425,-3.0528167247076685,-3.0156440516084126
175,14.641388888888889,-2.1991455409046745,-2.123686442274252,-2.2021228193081197,-2.2260450119189583,-2.1501553319109163,14.641666666666666,-2.542739887202204,-2.443689967030496,-2.4708582492338778,-2.4987840554253022,14.641666666666666,-2.9936551162272043,-3.12824809546529,-2.68711295211465,-3.060849048169941,-3.0151355163078724
176,14.72472222222222,-2.2021088905982333,-2.122213538744896,-2.19896267332382,-2.23613217930336,-2.1600318984116744,14.725,-2.5594210684949257,-2.4667154909493134,-2.4855079903400177,-2.497599602641838,14.725,-2.9921979818422724,-3.141029099891371,-2.7011526341921224,-3.0607560635069184,-3.016075951075188
177,14.808055555555557,-2.2136681317119544,-2.123945091734237,-2.2013987086759155,-2.248631355583373,-2.164513713827592,14.808333333333334,-2.5717339388994325,-2.4839780017319444,-2.506385204293503,-2.5248663859018325,14.808333333333334,-2.99459726359282,-3.139869383331624,-2.667304461995596,-3.0643351238910785,-3.02286290446522
178,14.894166666666663,-2.217620871163225,-2.121278701602676,-2.1994284551591226,-2.2481399465931013,-2.165798256518037,14.891666666666666,-2.589875837191659,-2.5000747728435693,-2.520087221327498,-2.540981511511728,14.891666666666666,-2.9936505373346627,-3.1431664789548828,-2.646965288719501,-3.0551835912589067,-3.0168939332831157
179,14.9775,-2.218964723185402,-2.117011975911181,-2.2014494501106,-2.247655365999652,-2.162883012363824,14.977777777777778,-2.6050441104758395,-2.513603086184471,-2.530611380068189,-2.558542094731231,14.975277777777777,-2.993555387103372,-3.1431179281052444,-2.651931976829365,-3.048098836310898,-3.0123666025843097
180,15.060833333333331,-2.228297309327816,-2.121542529421293,-2.199659238409943,-2.25157503530313,-2.168765474767208,15.06111111111111,-2.615036114184511,-2.5301602320900294,-2.539155027534787,-2.580345259773315,15.06111111111111,-2.99190940511427,-3.1345212803020543,-2.665001398061813,-3.0464782385115563,-3.010078485674525
181,15.144166666666663,-2.23101625845577,-2.124867984095123,-2.208255372479189,-2.251496383836641,-2.164643144651889,15.144444444444444,-2.6222492120785104,-2.543543509330728,-2.5539155191395246,-2.592588139804221,15.144444444444444,-2.9905101917624317,-3.1283740932399167,-2.659770433424568,-3.045519186089395,-3.005027164109769
182,15.2275,-2.234919206750537,-2.1237859690953496,-2.211635412282818,-2.2474168487662927,-2.16591353046301,15.227777777777778,-2.6300807762469747,-2.5577502251121498,-2.556490218687657,-2.6006678769434544,15.227777777777778,-2.983955355622685,-3.111273932788694,-2.641235973196448,-3.0344190760369365,-3.004810227696338
183,15.310833333333331,-2.2362037977093667,-2.122094120785224,-2.2129969253277446,-2.2417338750911897,-2.1627741481671574,15.31111111111111,-2.6467281871073425,-2.5693776950749765,-2.5790764983774634,-2.606381622263785,15.31111111111111,-2.980842513449613,-3.1026183729935024,-2.628394916927368,-3.026975314110711,-3.000425274490815
184,15.394166666666663,-2.232467682145475,-2.123590082728568,-2.2135374866633275,-2.2402449156434394,-2.16642252125236,15.394444444444444,-2.654788833405352,-2.574823243294992,-2.5904717388002467,-2.6105265357912515,15.394444444444444,-2.9713692901775497,-3.1050049960747157,-2.64384417343834,-3.02678531483126,-2.9878699108000677
185,15.4775,-2.2329085181880544,-2.125871505689771,-2.216254678881362,-2.248747431088149,-2.159256180728092,15.477777777777778,-2.663260112215045,-2.58248420228308,-2.5868733289403307,-2.6126997865051558,15.477777777777778,-2.9651333189205804,-3.093431392427961,-2.647780660821476,-3.014846501483132,-2.973941751181254
186,15.560833333333331,-2.230923971282267,-2.120736047633793,-2.2039460921160847,-2.2540388899234256,-2.159072665125268,15.56111111111111,-2.6713394289387606,-2.5871579129852256,-2.594678666175065,-2.6150985523380665,15.56111111111111,-2.954132240972545,-3.076895160624126,-2.5986013064399787,-3.0049563061148854,-2.9690384184418184
187,15.644166666666663,-2.2277117141892484,-2.116781373726166,-2.205209324044173,-2.248716768480376,-2.159269520496249,15.644444444444444,-2.684224197307142,-2.596841724782513,-2.59968515627482,-2.6291200201758187,15.644444444444444,-2.938763705807036,-3.050593907409351,-2.574103046928153,-2.990312169539087,-2.956557543639492
188,15.730277777777776,-2.2254694269861077,-2.115805156332991,-2.201041979884744,-2.253578550923107,-2.157444300414837,15.727777777777778,-2.6917118393791317,-2.5983329954911274,-2.6114902134029903,-2.627161385857514,15.727777777777778,-2.9240253710773976,-3.055525247705035,-2.5726828281914,-2.974111541332314,-2.9446967660822905
189,15.813611111111111,-2.223994797065922,-2.1136050750209385,-2.191641672399351,-2.254621729248728,-2.159394565976279,15.813888888888888,-2.704799785541972,-2.607629091362353,-2.6144912601159924,-2.6380198541755178,15.811388888888889,-2.9087149026167287,-3.041286804607833,-2.517937605406213,-2.963151879835149,-2.92885373332852
190,15.896944444444443,-2.221885519137745,-2.1123788165572503,-2.186406021891992,-2.253043803287345,-2.151517885797264,15.897222222222222,-2.7106854745112074,-2.6219273870825783,-2.616485727363268,-2.645092638875462,15.897222222222222,-2.88762997443788,-3.0102762093896533,-2.4846643430201896,-2.9440306521521897,-2.908626101186772
191,15.980277777777776,-2.2195392952266,-2.1125240749097385,-2.183132656209104,-2.256042280702068,-2.146211836015927,15.980555555555554,-2.716966353330683,-2.627625265773288,-2.623271054487278,-2.637976962656245,15.980555555555554,-2.8747682687334537,-2.997091101497664,-2.454260014752017,-2.921345334152038,-2.890611533715926
192,16.06361111111111,-2.218953834673484,-2.098238551246783,-2.1774192107395605,-2.251614676989002,-2.140874000291842,16.06388888888889,-2.7252398773725446,-2.6315201189910686,-2.6342446892235114,-2.647070057170032,16.06388888888889,-2.8613274758758074,-2.9781291285542864,-2.4549216035914854,-2.907693410467306,-2.875207703225147
193,16.146944444444443,-2.217126854135364,-2.091919953937336,-2.1708633284146788,-2.2419585154772586,-2.13490196980603,16.147222222222222,-2.726303510337239,-2.6308093467276072,-2.635004087700476,-2.646569163022252,16.147222222222222,-2.8457052944170487,-2.9775879463571995,-2.4370461017994787,-2.888472374494615,-2.8540122902738885
194,16.230277777777776,-2.20905607758518,-2.0823659985509195,-2.158662659708214,-2.233271327328945,-2.125493343260953,16.230555555555554,-2.7279547242535136,-2.637690357409692,-2.6205467144397048,-2.639071529771601,16.230555555555554,-2.8228994310890405,-2.960265218879339,-2.3976305109079754,-2.8636797283945947,-2.82902298367189
195,16.31361111111111,-2.205139236311846,-2.067774407857625,-2.1456148626363616,-2.220350651539171,-2.118045726880519,16.31388888888889,-2.736190999478415,-2.6363605678992106,-2.613870042355752,-2.641974415930041,16.31388888888889,-2.802307600803396,-2.933958618268896,-2.381071841720056,-2.834512983091885,-2.807237480479177
196,16.396944444444443,-2.189974068920246,-2.0517429118281143,-2.1411176027577565,-2.211994034936044,-2.111556734410077,16.397222222222222,-2.7318098246972933,-2.6258174034931523,-2.6035715527561982,-2.6438750889627984,16.397222222222222,-2.779927526651484,-2.903865824849317,-2.3751671143098942,-2.807769658275134,-2.789053486006065
197,16.480277777777776,-2.1795583213312364,-2.0368692476336205,-2.1315685531734747,-2.198399032180674,-2.10442398711642,16.480555555555554,-2.731608696923799,-2.6196582979236043,-2.6030487353416434,-2.643970825288368,16.480555555555554,-2.758356939904424,-2.877584527119308,-2.345913358022762,-2.796647282396999,-2.7622687138131554
198,16.566388888888888,-2.175089746781648,-2.037951159645945,-2.1235653945270303,-2.1931632057671706,-2.1002451137877847,16.563888888888886,-2.726985121499882,-2.618880693357757,-2.588099088205713,-2.645058910278508,16.563888888888886,-2.732993580013088,-2.863312421752826,-2.301707611475029,-2.775343392674145,-2.739880885711335
199,16.64972222222222,-2.16196610582428,-2.034586399437459,-2.10870581500438,-2.182084126022644,-2.089017750733849,16.65,-2.719736612095794,-2.6194820403979,-2.585920117835056,-2.6417366382582426,16.6475,-2.7108351946081037,-2.842647213599089,-2.27414692255416,-2.751055535087249,-2.714287731761778
200,16.733055555555556,-2.1509851663279056,-2.022772725781107,-2.098187510333916,-2.1681593711072016,-2.081739541785739,16.733333333333334,-2.7124606907100883,-2.607059798081422,-2.5685093391093408,-2.639401312505865,16.733333333333334,-2.6896795394998474,-2.8129866156825685,-2.2346283484187177,-2.732581264380995,-2.6906869902759487
201,16.816388888888888,-2.140944703477272,-2.0097079046504005,-2.0812081837864733,-2.159786527013956,-2.0714081382960203,16.816666666666666,-2.7021548876696166,-2.593811433880814,-2.5690642753012627,-2.625250245252931,16.816666666666666,-2.6595243786784515,-2.783528349202992,-2.2019489554983607,-2.698518144064076,-2.660876407815594
202,16.89972222222222,-2.131642499773095,-1.9965897092194216,-2.070165546175328,-2.147563187569016,-2.0564211991387022,16.9,-2.692616741629534,-2.586734423703668,-2.537782458076537,-2.619880757684264,16.9,-2.6379674843137995,-2.7590701435353453,-2.164305819493845,-2.678463746409194,-2.638653739192751
203,16.983055555555556,-2.118076345032065,-1.9784159198628228,-2.050257315856194,-2.1352869544314927,-2.040976390709239,16.983333333333334,-2.686843799573293,-2.577426251892674,-2.526461427493905,-2.595090179937951,16.983333333333334,-2.610006636755529,-2.7374097362298686,-2.1240960253770247,-2.65921565245306,-2.6044167474697426
204,17.066388888888888,-2.1038440363868443,-1.9625843241558285,-2.0404812187272245,-2.123355437093497,-2.027671386924526,17.066666666666666,-2.675433616812653,-2.566684411225624,-2.5258987320051283,-2.5860758511053485,17.066666666666666,-2.5824396245330288,-2.7071448730120595,-2.0939166673908494,-2.626371451996396,-2.583763203959178
205,17.14972222222222,-2.089143378286067,-1.949292716874231,-2.024034988229015,-2.10936625288014,-2.015503869222904,17.15,-2.659183756987668,-2.56230640291541,-2.517091928454993,-2.573835119231076,17.15,-2.5462642443554406,-2.677273307782671,-2.0315648490493654,-2.58732874360393,-2.5552908882239542
206,17.233055555555556,-2.0715721824943385,-1.9349388999943928,-2.009516365344599,-2.0959170269495297,-1.9996715265641567,17.233333333333334,-2.6572917920666947,-2.5504897366100243,-2.509838582081309,-2.568565341313018,17.233333333333334,-2.514278301111661,-2.6491928026177107,-1.9832376831377163,-2.5560851346044,-2.526997588077257
207,17.316388888888888,-2.0575282680922378,-1.919520682693248,-1.9943230985994496,-2.08380539229278,-1.9799720554295093,17.316666666666666,-2.658955302346392,-2.54003193039256,-2.499936266514907,-2.5502638833023275,17.316666666666666,-2.482079607870337,-2.623101127768446,-1.9381322917121435,-2.5314382410905543,-2.4944810995825546
208,17.4025,-2.0430094614763155,-1.9022358813482996,-1.9798529440614807,-2.0710289897340024,-1.9626031598216325,17.4,-2.6455718764517178,-2.5243305107812097,-2.487782563779644,-2.543328120103424,17.4,-2.45206598587987,-2.5893960616613985,-1.8704458060999831,-2.496185687919149,-2.460939227053608
209,17.485833333333332,-2.031413596359094,-1.87608231953762,-1.9623036653410455,-2.060585467930307,-1.9479625512646397,17.48611111111111,-2.631739111335933,-2.5213830127292685,-2.479575064292394,-2.52395543557399,17.48361111111111,-2.4154352645684125,-2.5510753908983457,-1.8223753668996705,-2.4553251087109493,-2.4253697830544607
210,17.569166666666668,-2.0167385137690674,-1.869457828039855,-1.9448730335909392,-2.039272483371807,-1.9264479488040869,17.569444444444443,-2.6170546122805973,-2.50578697962513,-2.454311366863062,-2.5087432225249757,17.569444444444443,-2.383585281543871,-2.529936910256321,-1.7753181239807354,-2.421254145850729,-2.3881705883994453
211,17.6525,-1.9993820620507043,-1.8563602448342165,-1.9205588275063932,-2.017687700381614,-1.9096570790069756,17.65277777777778,-2.603915992895573,-2.4895399632922874,-2.4403890786945706,-2.501488882720596,17.65277777777778,-2.3503138825939063,-2.507778422687616,-1.740671236483808,-2.3853704504872724,-2.34713947215318
212,17.735833333333332,-1.985742096864443,-1.841587415100488,-1.9001588333250816,-1.999628791115839,-1.890987675961748,17.73611111111111,-2.588720875119022,-2.4734395239893376,-2.418005815382867,-2.489589826878332,17.73611111111111,-2.3128189216859285,-2.4747977393197758,-1.6918318728206116,-2.350671682533372,-2.3130742716305708
213,17.819166666666668,-1.9664164811866955,-1.8217371912190243,-1.8766708448271172,-1.9830934355635963,-1.8696374812782917,17.819444444444443,-2.5666668892174065,-2.457683230409975,-2.395559200916922,-2.466043474668932,17.819444444444443,-2.278498260967102,-2.449392679455604,-1.6293972106739676,-2.3151555106658286,-2.262972832396813
214,17.9025,-1.941803085309843,-1.7994074327707494,-1.8592926633350528,-1.9638793215469967,-1.853804244087936,17.90277777777778,-2.5511516737854896,-2.4416686596829944,-2.35404686767873,-2.4438472547164087,17.90277777777778,-2.2435497707643446,-2.40296107057316,-1.5529644369977955,-2.276619612325452,-2.222433008267384
215,17.985833333333332,-1.9224997868422429,-1.7751960065371573,-1.8328220977138807,-1.9389841447211544,-1.8318857210434547,17.98611111111111,-2.5337728757463367,-2.420793397372293,-2.3378664564433045,-2.4227986045980403,17.98611111111111,-2.2057713295843278,-2.375900748325757,-1.4923307480171102,-2.231461673717061,-2.181452661308053
216,18.069166666666664,-1.902304470708223,-1.7547007865003117,-1.8024569643710349,-1.9180056085741817,-1.8110796763190653,18.069444444444443,-2.506528150351314,-2.399455037476868,-2.3116156163786856,-2.3986949708443728,18.069444444444443,-2.164360824113472,-2.3364095565419687,-1.426493349228024,-2.1908793898094863,-2.142829661834873
217,18.1525,-1.8806150291480823,-1.730119653842848,-1.7779950872563868,-1.891141424427192,-1.796583881610427,18.15277777777778,-2.483015161180086,-2.3802511824308152,-2.297092005045936,-2.377133808939216,18.15277777777778,-2.115916149217955,-2.291685347225621,-1.3304494553977475,-2.149470464335564,-2.0997618884141853
