,E007_Time[h],E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_Time[h],E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_Time[h],E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
588,49.17472222222222,-0.6281937351618176,-0.3896140491424932,0.0117947493283178,-0.5637400658564817,-0.460044617409948,49.17222222222222,-0.7718369225068059,-0.6821841665233961,-0.6198246506546496,-0.7054248038644734,49.17222222222222,-0.4216716961013548,-0.8021118152552482,-0.7525826678073289,-0.3937864570390173,-0.2667774567855883
589,49.25805555555555,-0.6484964936035122,-0.4106442978439303,-0.0081183550239166,-0.5871221443127635,-0.4786847470074023,49.25833333333333,-0.7892811085833378,-0.697512493156371,-0.6354521782817204,-0.7233054685785381,49.25583333333333,-0.4196564846816459,-0.8175330738855207,-0.758898730906866,-0.4007184119423517,-0.2649866709271276
590,49.341388888888886,-0.669321868677124,-0.4326051573864184,-0.0285575258246462,-0.6078398879672521,-0.4948281430965566,49.34166666666666,-0.8070716102472859,-0.7105436184982153,-0.6471733559994534,-0.7390978259587992,49.34166666666666,-0.417527508545886,-0.8278968296661516,-0.7588810277127318,-0.4035523815978098,-0.2756725434874965
591,49.42472222222222,-0.6882701640300433,-0.4512970425701887,-0.0391228499325598,-0.636093541683687,-0.5068751319277246,49.425,-0.8278088379170461,-0.7346779602496878,-0.6631888781310074,-0.7494022718126435,49.425,-0.4094845329106459,-0.8346028206592935,-0.762929460898646,-0.4040881337468045,-0.2774348022101809
592,49.50805555555555,-0.7051416840807667,-0.4627203690946685,-0.0638144139689814,-0.6498833505432069,-0.5174260408589717,49.50833333333333,-0.8414932030104298,-0.7537159376542111,-0.6740994423655275,-0.7622192033441344,49.50833333333333,-0.3997273189299408,-0.840450779150371,-0.7678439298794792,-0.4067254319965605,-0.2628731706619868
593,49.591388888888886,-0.7177367340188954,-0.4884755535584746,-0.0768323043178668,-0.6602095598443518,-0.5336811983561192,49.59166666666666,-0.8513251179446708,-0.7762579714978786,-0.6915057497581512,-0.7851490191540058,49.59166666666666,-0.4006556236952371,-0.8514404316480801,-0.772224330811248,-0.4030640358201141,-0.2617873682330383
594,49.67472222222222,-0.7540556198051394,-0.5091630134594178,-0.0887766071258022,-0.6748724151030601,-0.5454409339927386,49.675,-0.8689049961364192,-0.7851044841094484,-0.6994085047300046,-0.8001921192396646,49.675,-0.3982692002354507,-0.8577714988843952,-0.7816705565911162,-0.3987037005563156,-0.265377110136776
595,49.75805555555555,-0.7734986481713122,-0.5297831671944998,-0.1128474083020092,-0.6840721620526702,-0.5629055784501569,49.75833333333333,-0.8822332520017491,-0.8060558993603452,-0.7096084150682054,-0.8105489049951917,49.75833333333333,-0.398367797516945,-0.8696436958145644,-0.783582496857398,-0.391644177409828,-0.2596421074099617
596,49.841388888888886,-0.781866126620335,-0.5485364340599146,-0.1240447935183374,-0.6942090466439224,-0.5794754635174528,49.84166666666666,-0.8971103009561509,-0.8195126426646613,-0.7229061919258584,-0.8212197792113399,49.84166666666666,-0.3941511604435367,-0.8796567316171087,-0.786760037989555,-0.3944852134511281,-0.2569820669126744
597,49.92472222222222,-0.7925583634262352,-0.5684232342510505,-0.1363688482092709,-0.7056833150449544,-0.5997509220914592,49.925,-0.9125365594145372,-0.8334751409791579,-0.7365025498220603,-0.8374051460755358,49.925,-0.3822190298564885,-0.8812103096938274,-0.7786030631081952,-0.3948265516165032,-0.2713966913283121
598,50.01083333333333,-0.8057756676341449,-0.5894439888624856,-0.161219657571927,-0.7198952136413053,-0.6115322881767609,50.00833333333333,-0.927712444791239,-0.8557438228032618,-0.7431982066418976,-0.8591054111718781,50.00833333333333,-0.3749711425345117,-0.8913041276697864,-0.7811114520750784,-0.3960679307080529,-0.286085679163591
599,50.094166666666666,-0.821918349060304,-0.6073991198879911,-0.1647973065660523,-0.7396449890359154,-0.6282198968856958,50.09444444444444,-0.945238375500007,-0.8703191181790664,-0.7587938836364464,-0.8781209814811389,50.09194444444445,-0.370407231193767,-0.9045378773933336,-0.7780850814931081,-0.4024090853936929,-0.2778487247485458
600,50.1775,-0.8307867182920569,-0.6274890502205317,-0.1843018799140265,-0.7519328880491234,-0.6378140844383573,50.17777777777778,-0.9645147709540136,-0.8766014586913327,-0.7678903054227733,-0.8910522653807637,50.17777777777778,-0.3691270244878659,-0.9153112449360884,-0.781923824706338,-0.4080497462071487,-0.281085518236527
601,50.26083333333333,-0.8461810866878545,-0.6471142036522627,-0.201333462100863,-0.763559157718668,-0.6567151881625879,50.26111111111111,-0.982542051565849,-0.8879912774674893,-0.7766881999839341,-0.9044996726448696,50.26111111111111,-0.3737302470078696,-0.9286239105929448,-0.7836275517999713,-0.4079896395479597,-0.2757957456042077
602,50.344166666666666,-0.8515017663772556,-0.6636750048745323,-0.2126921373742056,-0.7819240452996892,-0.6667235464939868,50.34444444444444,-0.9907206387475228,-0.8994890091776313,-0.787988298668975,-0.9164636144442484,50.34444444444444,-0.370416619282285,-0.947875548882068,-0.7783961296003578,-0.4066284876814786,-0.2875790886515778
603,50.4275,-0.8637490702609227,-0.6845718794778826,-0.2373779897443308,-0.798227798264725,-0.6756394989759046,50.42777777777778,-0.997050954910466,-0.9108950900345212,-0.7997913361929319,-0.9315445033463636,50.42777777777778,-0.3681858577770713,-0.958865828544901,-0.7830294216749947,-0.4013660087388713,-0.2786352250019479
604,50.51083333333333,-0.8783233120106269,-0.7066052539520449,-0.2487911029841462,-0.8068706643037151,-0.6848633862594452,50.51111111111111,-1.0159334234655282,-0.9314099577935884,-0.8084980506368317,-0.943342753315352,50.51111111111111,-0.3662376748956369,-0.9645944125461636,-0.7899272883325262,-0.404001916717113,-0.2869638281019411
605,50.594166666666666,-0.8876248060692415,-0.718175555685945,-0.2455315606291941,-0.8112528913239996,-0.6977955501034664,50.59444444444444,-1.0243684688229795,-0.9442340517529284,-0.8167091834476878,-0.9594587797120234,50.59444444444444,-0.3635717789788378,-0.9712609580738452,-0.795089586622749,-0.4059359214789965,-0.2785645672215042
606,50.6775,-0.8994538676507494,-0.7346832129677004,-0.2579994459776464,-0.820974727450317,-0.711436333374579,50.67777777777778,-1.029556516392509,-0.9623678127533056,-0.8208254794385085,-0.9706929992938604,50.67777777777778,-0.3583878743049802,-0.9824651165392124,-0.790116170336603,-0.4083677287531231,-0.2778371074538989
607,50.76083333333333,-0.9074108127402394,-0.7463286549846202,-0.2755948420903076,-0.8336364210248073,-0.7171860800471459,50.76111111111111,-1.033297992583226,-0.96481168317815,-0.8286476867882886,-0.9844458302150196,50.76111111111111,-0.3596856610898191,-0.9966065335768048,-0.7896068900061801,-0.4090970401339104,-0.2707811097157082
608,50.84694444444444,-0.914495958093904,-0.7567123118232069,-0.292717831790614,-0.8406382206070092,-0.7216451352032831,50.84444444444444,-1.0485933248036596,-0.9723661069535592,-0.8323765570420136,-0.9959176920263282,50.84444444444444,-0.3640648354865578,-1.0070848490444344,-0.787561592904719,-0.4095235530815848,-0.2831962307468318
609,50.930277777777775,-0.9295096212390443,-0.7714346144691546,-0.3001684976646357,-0.8483803749738619,-0.7340138450328616,50.93055555555555,-1.052642941461758,-0.9836315295482984,-0.834812845110659,-1.0071090056752885,50.92805555555555,-0.3491250895858536,-1.0224996970231943,-0.7901801230466032,-0.4078469609221884,-0.2792821231104903
610,51.01361111111111,-0.9326521204740652,-0.7910959948073508,-0.3033469220610738,-0.8520631331197055,-0.7326925568335041,51.013888888888886,-1.0540472719648897,-1.0012083979737998,-0.8469573092711904,-1.0212201935060752,51.013888888888886,-0.3444661114158048,-1.0272507058174445,-0.7878623211873681,-0.4072669528475768,-0.2900384351932206
611,51.09694444444444,-0.9393237748684812,-0.8036968856218726,-0.3244531870912608,-0.8698867442562792,-0.734881619010586,51.09722222222222,-1.060606746719844,-1.0118971607841616,-0.8536107111665632,-1.0296516792595352,51.09722222222222,-0.3478875849419642,-1.0395374979548233,-0.7810080248236961,-0.4099832139154148,-0.2868648112048782
612,51.180277777777775,-0.9467249042629088,-0.8176377205959926,-0.3422873746291629,-0.8778514578127223,-0.7421813810772361,51.18055555555555,-1.073521797132828,-1.0254982680761493,-0.862573815805722,-1.0364038880731894,51.18055555555555,-0.3373891900673356,-1.0519596901862422,-0.7772170681934172,-0.3995954250491838,-0.2861608911786373
613,51.26361111111111,-0.9588558292690744,-0.8357189343121728,-0.3504495663113772,-0.877957523435575,-0.7535921936543369,51.263888888888886,-1.0759928556094698,-1.0334121714891973,-0.8682473915636041,-1.0438772464812305,51.263888888888886,-0.3273706026323674,-1.0663168934858884,-0.7840892822755128,-0.3931032630381736,-0.289326310970992
614,51.34694444444444,-0.9563168712698062,-0.8491409622520705,-0.3453398435371327,-0.8772051909887748,-0.7633144084705239,51.34722222222222,-1.0888203555548162,-1.0452393242054048,-0.8744322101811327,-1.047472182414526,51.34722222222222,-0.3268314944149602,-1.0742087130512203,-0.7886244947901078,-0.3939064005374906,-0.3075607022617515
615,51.430277777777775,-0.9653083524190424,-0.8665042407965324,-0.3507582874682919,-0.8829947105536642,-0.7681483783621863,51.43055555555555,-1.092804731373335,-1.0557801809495395,-0.8843290467652247,-1.0597891252006133,51.43055555555555,-0.323771533130461,-1.0810347483029743,-0.7924225301984763,-0.3934045060680535,-0.3076636925540463
616,51.51361111111111,-0.9686305956418256,-0.8810092072256003,-0.348704979029348,-0.8849263324289811,-0.7720944572734644,51.513888888888886,-1.0989464184689135,-1.0616351979890355,-0.8843386797887842,-1.0728285055637072,51.513888888888886,-0.3237903824316685,-1.0947945928851612,-0.7880832097030436,-0.3905972440165909,-0.3176349051743238
617,51.59694444444444,-0.973283924634304,-0.8890562997185054,-0.3317799989074275,-0.8900003071308655,-0.7779530002562556,51.59722222222222,-1.110045853244858,-1.072604833133994,-0.8926618910907076,-1.0789907556246905,51.59722222222222,-0.3210877019088286,-1.097087834665063,-0.789006351247378,-0.3862842746356489,-0.3058739592723509
618,51.68305555555556,-0.975068663863734,-0.9024459573536728,-0.3405834275522881,-0.9012168853928572,-0.7873243634702053,51.68055555555555,-1.1221034731038944,-1.0808895457371834,-0.8974994658758783,-1.0878763089011223,51.68055555555555,-0.3188631470896405,-1.1053140557332386,-0.788191769516198,-0.3876652540435805,-0.2885804698212126
619,51.76638888888888,-0.9811851385684758,-0.9145786201087208,-0.3489153451763201,-0.9111763181658952,-0.7936089041827146,51.766666666666666,-1.1291197164481703,-1.0924897966940397,-0.9066521927151712,-1.0990856003072331,51.76416666666667,-0.3047163694392468,-1.1108728324035195,-0.7864392759353718,-0.383539834224556,-0.2859540476173111
620,51.84972222222222,-0.9922336747579958,-0.9320547288604576,-0.3595758317545449,-0.9132788566183204,-0.7978069807689392,51.85,-1.135295022679252,-1.1016060484426653,-0.9147208635454523,-1.1082190661539273,51.85,-0.3070470163602448,-1.114363735213013,-0.7873486786719156,-0.3857076630285577,-0.2763942992803709
621,51.93305555555556,-0.9924145992128696,-0.9456747253848852,-0.3601649670246178,-0.9157247521358708,-0.8091189527117846,51.93333333333333,-1.1470298321981227,-1.1078387649638302,-0.916306273669576,-1.1118771441487822,51.93333333333333,-0.303054731192675,-1.1177863289221006,-0.7837197826339906,-0.3825683841713795,-0.2843008272534308
622,52.01638888888888,-0.996328239484775,-0.9546390523571966,-0.3672828304868245,-0.9295142563216874,-0.8175451806019121,52.016666666666666,-1.1489245864051925,-1.1261884117809702,-0.9130092217563864,-1.1204602733960471,52.016666666666666,-0.3017391532140334,-1.1295401725144376,-0.7787523894709096,-0.3753216372346276,-0.2822732298028501
623,52.09972222222222,-1.0037749238964984,-0.9677481533517794,-0.364529501404083,-0.9388476209963088,-0.8268860261377351,52.1,-1.1569797277002836,-1.12485545596019,-0.9080305098407178,-1.1275688943966444,52.1,-0.2950999176392604,-1.1378248191969562,-0.7778462975731311,-0.3781670576657234,-0.2773111010183055
624,52.18305555555556,-1.0021549815419313,-0.9814024728422116,-0.3655050588019447,-0.9429250981976762,-0.8331418521254202,52.18333333333333,-1.1581956994826403,-1.1358403661102596,-0.9083709433233952,-1.1308034490481704,52.18333333333333,-0.2929366556207491,-1.1434398163998567,-0.7756013020722634,-0.3765042767778983,-0.2802140308127917
625,52.26638888888888,-1.0022687422860708,-0.9922024562012656,-0.3790095814685924,-0.9415469401811284,-0.8403130224788883,52.266666666666666,-1.1623729461509285,-1.1421436123826174,-0.9074313309712349,-1.1375643806448943,52.266666666666666,-0.2934489942483406,-1.15218470577662,-0.7630171948410607,-0.374332921750198,-0.2741816049226247
626,52.34972222222222,-1.0031165367650208,-0.998748549700902,-0.3860431479548413,-0.9511133994194066,-0.8355999022198101,52.35,-1.163511913103235,-1.1453656664713696,-0.9092124849170392,-1.135652133877758,52.35,-0.2926365565493238,-1.1666590232039988,-0.7618937644934267,-0.3750526156274805,-0.2716134049074361
627,52.43305555555556,-1.006698696385992,-1.0164412005122778,-0.3940058365741374,-0.954824728602649,-0.8426028574776124,52.43333333333333,-1.1662130467370602,-1.147507001613287,-0.9045152206596032,-1.141267154834375,52.43333333333333,-0.2740989614884364,-1.1794622987820214,-0.7542307963844149,-0.3734629773204154,-0.269909008150177
628,52.51916666666666,-1.0088155533273,-1.0196808567057394,-0.4044977254025605,-0.956681180638396,-0.851922255489474,52.516666666666666,-1.1716767944493296,-1.153568092587809,-0.900940357063712,-1.1458098909990329,52.516666666666666,-0.2728358239678703,-1.1883940568339888,-0.7492280726102234,-0.3719636216054892,-0.4080679878571168
629,52.6025,-1.0110674405383662,-1.0286679672508283,-0.4133188922788219,-0.9600830086515888,-0.8543584646003283,52.602777777777774,-1.1725036046363877,-1.157549415717042,-0.8974887163601386,-1.145480791252694,52.60027777777778,-0.2650467548272598,-1.1976538159064791,-0.7496853720081986,-0.3717541591249972,-0.4102899130578424
630,52.68583333333333,-1.0128546917397203,-1.0370029820162756,-0.4248694148042637,-0.9700304659845662,-0.8593118542628603,52.68611111111111,-1.170293926693998,-1.1596514488657603,-0.8991611241456474,-1.145680305872991,52.68611111111111,-0.271931360843693,-1.2090410887693404,-0.7468024701568396,-0.3710341963870463,-0.4393743486052602
631,52.76916666666666,-1.0161776414229962,-1.0464863517700065,-0.427949370342862,-0.9719238061970694,-0.8661827950375076,52.769444444444446,-1.1752482110173454,-1.162474671441403,-0.9013584093829934,-1.149808886534229,52.769444444444446,-0.2574892447317057,-1.2211553824156982,-0.7407791393757868,-0.3702033357655592,-0.4299208551755958
632,52.8525,-1.017036624850934,-1.058518528179138,-0.449158836021224,-0.9751632830662366,-0.8683716585924638,52.852777777777774,-1.1655669090010312,-1.1600195643940776,-0.8974814044009196,-1.142866986307388,52.852777777777774,-0.2527200051432833,-1.2313961980619532,-0.7390151487258363,-0.3672611755002731,-0.4301289892683934
633,52.93583333333333,-1.0204319780573798,-1.064899963809978,-0.4310978887285893,-0.977149150586608,-0.8690788177036715,52.93611111111111,-1.1754504730390805,-1.1690866102165591,-0.8989309448941605,-1.1426550596601206,52.93611111111111,-0.2452232366678589,-1.2409630311477788,-0.7359102640089242,-0.3606073096967328,-0.4099983032065113
634,53.01916666666666,-1.021764037847288,-1.0718311121280306,-0.4235666051168301,-0.9920816629701252,-0.8739046462548302,53.019444444444446,-1.1844993565249315,-1.1698762929442903,-0.9003078699234401,-1.1439735624567515,53.019444444444446,-0.2425985298323172,-1.251855371336123,-0.7150642477681408,-0.3596413283262985,-0.4137283451361332
635,53.1025,-1.0174331417967153,-1.0835124274979864,-0.4351650616004492,-0.995961074646128,-0.8774495192373898,53.102777777777774,-1.18791401385145,-1.1757890981553785,-0.9088130219154732,-1.1450229519582795,53.102777777777774,-0.2342454711009889,-1.2654727025132075,-0.7084768592877226,-0.3527628172261428,-0.413118659026756
636,53.18583333333333,-1.012239628252828,-1.103944365183733,-0.4284933343565831,-0.9957876402613554,-0.8807138127505554,53.18611111111111,-1.199694900410917,-1.1852255129706004,-0.911647246662962,-1.1534036868223765,53.18611111111111,-0.2327636428756573,-1.2730145027885302,-0.707747854593053,-0.3537713580992523,-0.405568784671197
637,53.26916666666666,-1.0175838363338965,-1.109127381348348,-0.4175514993249994,-1.0035616146799484,-0.8734979040012836,53.269444444444446,-1.2002424725950342,-1.186386026053399,-0.9158113933246012,-1.1687162271033846,53.269444444444446,-0.2315526234955558,-1.281480244494862,-0.698276986450665,-0.356266528514425,-0.4272782576855917
638,53.35527777777778,-1.0164661059292983,-1.1182619330541024,-0.4363396322080985,-1.0136832529834467,-0.871002171304285,53.352777777777774,-1.203757187794924,-1.184271127609884,-0.9111063144250732,-1.1705610342523216,53.352777777777774,-0.2354119872373592,-1.288469394188248,-0.7002640043682387,-0.3520479019062714,-0.4236466095093936
