,E007_Time[h],E007_6803_deltaKaiA3B3C3_rep1,E007_6803_deltaKaiA3B3C3_rep2,E007_6803_deltaKaiA3B3C3_rep3,E007_6803_deltaKaiA3B3C3_rep4,E007_6803_deltaKaiA3B3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3C3_rep1,E008_6803_deltaKaiA3B3C3_rep2,E008_6803_deltaKaiA3B3C3_rep3,E008_6803_deltaKaiA3B3C3_rep4
794,66.39694444444444,0.2953777066012383,0.4444034854589208,0.4443974698416422,0.4767788117360335,0.4612228209181539,66.39722222222223,0.8056013936471209,0.4541207318278075,0.6267606422764684,0.5910474322388559
795,66.48027777777777,0.3004350528413732,0.4497505954841924,0.4532745528192616,0.4837179441487916,0.4684877137178999,66.48055555555555,0.7991918901685745,0.4632081935844733,0.6332628058317707,0.5982350682332397
796,66.56361111111111,0.3056904613448676,0.4466877246098463,0.4481631980614041,0.4824489910464291,0.4705499128995692,66.56388888888888,0.8202160765810471,0.4636700068127173,0.6389399550974462,0.60081493714763
797,66.64694444444444,0.307143117038974,0.4456144680141446,0.4574630201076888,0.4837713702764649,0.4730089329398621,66.64722222222223,0.8354733449835079,0.4651055401968845,0.6439919839308343,0.6045868504184553
798,66.73305555555555,0.3175922026976905,0.445330420266242,0.4615736327398917,0.4824844984621058,0.4752642873164999,66.73055555555555,0.824363085503012,0.4711141611174171,0.6416187869083693,0.6165506198425427
799,66.81638888888888,0.3196368989417492,0.4540351753261823,0.4714946489819521,0.4821877910022563,0.4739154885082244,66.81666666666666,0.8500846862946992,0.4780952356508463,0.6418202593255874,0.6185060575771169
800,66.89972222222222,0.3302763842386235,0.4575283265449034,0.4604256810999685,0.4808806620715024,0.4779620479947969,66.89999999999999,0.8382375335417943,0.471048128569797,0.6367962971971222,0.6180529761398017
801,66.98305555555555,0.3299098349025239,0.4606094666642318,0.4563663406021998,0.4935625246201284,0.4828034762570017,66.98333333333333,0.8228210114556113,0.477772203342988,0.6421467972567072,0.6163911884086141
802,67.06638888888888,0.3359364250944025,0.4646781878168881,0.4565162382390667,0.5014327903741032,0.4920392827766424,67.06666666666666,0.8348345022755473,0.4864668221352313,0.6412716569571748,0.6123205076219753
803,67.14972222222222,0.3375553268219476,0.4705340815264842,0.4604749840031501,0.507490869835088,0.4916689760365441,67.14999999999999,0.8288773862690858,0.4935313458074311,0.649770774470454,0.6154407473786997
804,67.23305555555555,0.3385657099395853,0.4721767387075224,0.4606421871291922,0.509536172280437,0.4966920635205524,67.23333333333333,0.8451490417317951,0.4979651339165842,0.6554440486875738,0.6159517216380035
805,67.31638888888888,0.3581667421484831,0.4784057496653984,0.4680174560940928,0.5225681057631908,0.4985080517135325,67.31666666666666,0.8290488449873306,0.502567544715781,0.6544913792186626,0.6188532447194992
806,67.39972222222222,0.3713575889965482,0.4802207040964001,0.4742003986169151,0.520186077112083,0.4957164461013734,67.39999999999999,0.7979761703874328,0.5041379351542024,0.6523126663929496,0.6223451313031951
807,67.48305555555555,0.3753374138784243,0.4836211910877032,0.4705906216588834,0.5183894919315373,0.4923167511709793,67.48333333333333,0.8033303903119293,0.5048756608771258,0.6643078112587567,0.6164271964295014
808,67.56916666666666,0.3811053780354944,0.4852067991173758,0.4651877314233785,0.5227777546016678,0.4975084704102822,67.56666666666666,0.8281108751687305,0.5143800762259183,0.6688767155835101,0.6188992554992225
809,67.6525,0.3808606405558787,0.4833771160543811,0.4591913333559477,0.524750268278279,0.5058911063082272,67.65277777777777,0.8205169933938339,0.5190505342380412,0.6818192818537316,0.6185611242735622
810,67.73583333333333,0.37480235837444,0.4809317291585726,0.4610010321442939,0.5301064348928657,0.5076641603547862,67.73611111111111,0.8089481114513252,0.5236863866470501,0.696135413275043,0.6168126188741243
811,67.81916666666666,0.3733296862727779,0.4716702250806915,0.4646164317182841,0.529845655152613,0.5066271330409476,67.81944444444444,0.8216035938333722,0.534486983882591,0.7004250137721645,0.6218535557829076
812,67.9025,0.3796417768792303,0.4703921898623785,0.4604371352499435,0.5255673285403948,0.5063795238587236,67.90277777777777,0.8130828030602312,0.5450516750704059,0.6968879879889174,0.6288837518423107
813,67.98583333333333,0.3837377806688737,0.4706972089361588,0.4564627451534601,0.5244708533147805,0.5113208313011453,67.98611111111111,0.8035850996802436,0.5567798080323267,0.7051242412882173,0.6343030242551273
814,68.06916666666666,0.3806168459635255,0.4761848671254504,0.4582928630851789,0.5261556265100247,0.5188505528622662,68.06944444444444,0.7893098422698348,0.5670707292862788,0.7113336797520808,0.6351111905845536
815,68.1525,0.3836781189317405,0.4814547486445654,0.4595270899436081,0.5218210439360764,0.5241681850371576,68.15277777777777,0.8190563874335158,0.5747237840462809,0.7183162101816241,0.6303080687541804
816,68.23583333333333,0.3831207435888114,0.4783064370987038,0.4629650258694163,0.5150665001785724,0.5208732233219153,68.23611111111111,0.8008240898038879,0.5829383162224439,0.7184717400970622,0.6370934770479968
817,68.31916666666666,0.3795438617967709,0.4755395154839628,0.4554062702454347,0.5178913885988409,0.5179651622136536,68.31944444444444,0.8138123020416334,0.5877136684209743,0.7122001777377078,0.6430672341103896
818,68.40527777777777,0.3765466132643921,0.4761535661873265,0.4558504216966513,0.5172951013339009,0.5184434952105055,68.40277777777777,0.8000203748355228,0.594249181944168,0.7209014320619711,0.6424291589461457
819,68.48861111111111,0.3709281355471824,0.4787481709866731,0.4560970780902175,0.5130770292964594,0.5107077148116285,68.48888888888888,0.8102476569024112,0.5985441967904147,0.720575412747364,0.6421790709204478
820,68.57194444444444,0.3720875640473916,0.4807229110507692,0.4495458365354419,0.5078365621749169,0.5069573125171982,68.57222222222222,0.8226934949872373,0.6039980516541981,0.7232220301904975,0.6475167897588797
821,68.65527777777777,0.3734240320140104,0.484477366939278,0.4493962933837985,0.5075730884333638,0.5075917788284128,68.65555555555555,0.808957233863032,0.6114100839260959,0.7210411955070763,0.6526421355474175
822,68.73861111111111,0.3815366705427623,0.4850111186027502,0.450848044228918,0.4974859953115794,0.5020106032474904,68.73888888888888,0.7894382163309047,0.6163796296927749,0.7302328205319109,0.6635549287324405
823,68.82194444444444,0.3822246085761122,0.4889237453826283,0.4527006839065938,0.5067746688250356,0.5092132742776685,68.82222222222222,0.7867357832200561,0.6275060237369972,0.7261968178189042,0.6628549901207232
824,68.90527777777777,0.383486972903268,0.4896148260112486,0.4565538064947781,0.510438493764894,0.5071992794232065,68.90555555555555,0.768249273387769,0.6313885995376198,0.7217331006410619,0.6671421408794386
825,68.98861111111111,0.3821228881601694,0.4938839386118386,0.4526070053135855,0.5126768536980064,0.5029681051893855,68.98888888888888,0.7499780237194137,0.6350266892695877,0.7284415829904864,0.666816202536158
826,69.07194444444444,0.3717314768294982,0.4943306606985161,0.4536598729252897,0.5108891309669134,0.5069192370825065,69.07222222222222,0.7427213691284464,0.6394196238039409,0.7335221795783784,0.6690769969788501
827,69.15527777777777,0.3659118592406769,0.5051545691762906,0.4469120011343271,0.514074706689849,0.5070521596098898,69.15555555555555,0.7334786425564073,0.6447667327078146,0.7355748058350388,0.6657243464558833
828,69.24138888888889,0.3606631535698641,0.4997552403410632,0.4399629809872919,0.5110329607607373,0.5025663562798784,69.23888888888888,0.7330491749729253,0.645867344244434,0.7383993779098681,0.6763580735760214
829,69.32472222222222,0.3549844758399609,0.4957322498796291,0.4240124027729415,0.500363271849189,0.5160613096018345,69.325,0.7302322953757119,0.6511207853731182,0.736795812671363,0.6787780013084269
830,69.40805555555555,0.3528749399206031,0.4938851728696736,0.4124598560221931,0.4944650174005092,0.5087365010861422,69.40833333333333,0.7186273307905664,0.6593263817492798,0.7383640277071228,0.6857839529826614
831,69.49138888888889,0.3503336575281632,0.497413583779771,0.408304929508124,0.4813375736356938,0.5049914112442045,69.49166666666666,0.7074336062713735,0.6574834577244233,0.7379039413238409,0.688175752288682
832,69.57472222222222,0.349559738225759,0.4959170564693895,0.4009472112459717,0.4803803155514272,0.4972255195884472,69.575,0.7046504449001043,0.6619913363461454,0.7454154725473119,0.6897532232768477
833,69.65805555555555,0.355352289423244,0.498795164188891,0.3997862884931338,0.4769926169200841,0.5014383046323154,69.65833333333333,0.6842771677868121,0.6668493393581387,0.7464985411224301,0.6995161903579125
834,69.74138888888889,0.3585104163772102,0.4970474795795244,0.4004217477491715,0.4735738502897317,0.4886292438902772,69.74166666666666,0.7017130940696394,0.6736567872001864,0.7359530675131871,0.7006644783030285
835,69.82472222222222,0.3528332221909891,0.4968735746734351,0.3986531747558046,0.4717233869841261,0.4809978138778181,69.825,0.7059575409148136,0.6724129990081632,0.7381789729026729,0.6987979122437453
836,69.90805555555555,0.3497198078146498,0.4984730208936546,0.3870801544969128,0.4666405971027138,0.4783434901114456,69.90833333333333,0.7184098235166494,0.6793172926140402,0.730976179193077,0.696716317672013
837,69.99138888888889,0.3513692720450029,0.4940453890541094,0.3767022711985384,0.4647248495206322,0.4712657471086888,69.99166666666666,0.7046692550975456,0.6895689845458786,0.7257446090056885,0.6992195204401772
838,70.0775,0.3503807115255943,0.4953902493596193,0.3767191083288821,0.4609755118887091,0.4627640583880973,70.075,0.693135146907988,0.6897673900278345,0.7264841856808936,0.693307346760982
839,70.16083333333333,0.3515532207467133,0.5029071714058919,0.3745302485983052,0.459191950633462,0.4540378964692386,70.16111111111111,0.6704068082265441,0.6911118229801546,0.7147948332781776,0.691779623207569
840,70.24416666666666,0.3450858920453838,0.498395724179529,0.3809352739593339,0.4553735309571,0.4528867328727072,70.24444444444444,0.6594835463598725,0.6864015960191783,0.7114764765761252,0.69363617671348
841,70.3275,0.3457778156053704,0.507855476058023,0.3785337656066485,0.4529196168375217,0.4511100381201116,70.32777777777777,0.6493646666427116,0.6924360204573428,0.7099290410724198,0.6992768345726537
842,70.41083333333333,0.3422280794571763,0.5100859948097591,0.3833253039770942,0.4450295710283189,0.4421072817340835,70.41111111111111,0.6324494724378917,0.6924144063031745,0.7087524529838434,0.6963014244394249
843,70.49416666666666,0.3454357694780418,0.5062868475940102,0.3829094687496751,0.4431027550587698,0.441677932238275,70.49444444444444,0.6429372651363259,0.6941360622612921,0.7107466392462776,0.6923097743285265
844,70.5775,0.3441999693919484,0.5026576009609458,0.3806858388455565,0.4425385292338439,0.4350214571573632,70.57777777777777,0.6330273441570149,0.6984002957324059,0.703911527514699,0.6927017126150925
845,70.66083333333333,0.3375197607696173,0.4979978208516238,0.3782539924280649,0.4425362526342048,0.4325373230170394,70.66111111111111,0.622719006947042,0.6916064128133222,0.6952470461631899,0.6858770680346523
846,70.74416666666666,0.3299942230285028,0.5053070725979953,0.3776135069026883,0.4416952831162036,0.4300249953440173,70.74444444444444,0.6062115489815768,0.6923537182969401,0.6909531242849254,0.6900356696831337
847,70.8275,0.3304224334328051,0.5029849209229028,0.3681639589170707,0.4440149773118794,0.4306839386660338,70.82777777777777,0.6021042637638778,0.69724151567225,0.6886296916921797,0.6845773470168622
848,70.91361111111111,0.3358034670934585,0.5080309299400788,0.3619049243610219,0.4446946906289686,0.4299136165118453,70.91111111111111,0.5959964428252864,0.6936691071243353,0.6970766789163291,0.680301929852562
849,70.99694444444444,0.3389363969681397,0.5062446631541488,0.3554359783665096,0.4481337772508897,0.4337134914112276,70.99722222222222,0.5754873757252313,0.6994357935343736,0.6932940172078472,0.6788092483673537
850,71.08027777777778,0.3404202938612609,0.5128256834606313,0.3597566953076613,0.453531590136758,0.4300830248949794,71.08055555555555,0.5753763500512264,0.711940874479636,0.702881638536305,0.6748991330987573
851,71.16361111111111,0.3444542264239741,0.5137735531459359,0.3568666488007704,0.4496874810213769,0.4254216774949189,71.16388888888889,0.5800626514188696,0.7075836482334817,0.6970394755903735,0.6723714149446922
852,71.24694444444444,0.337837261154172,0.5180878338873592,0.3519654117042829,0.4422008004152412,0.4183289087438843,71.24722222222222,0.572345563471846,0.7073634117653692,0.7053674617778221,0.6742259251634728
853,71.33027777777778,0.339768462396484,0.5097680867530947,0.3466525561188108,0.4428708976045352,0.4162041771757365,71.33055555555555,0.5794243678819282,0.7012794607408441,0.7064655312255181,0.6706624953738124
854,71.41361111111111,0.3418468923422806,0.5052138722022276,0.3397276533871251,0.4348971206511345,0.4144469403253536,71.41388888888889,0.5564983443489735,0.7043310895215494,0.7025336187794311,0.6652809575548221
855,71.49694444444444,0.3330716110296673,0.4958247500847299,0.3273902740941593,0.4272788163926038,0.408856654728638,71.49722222222222,0.5649667706009223,0.7049175911652183,0.7009716600046247,0.6584811440460109
856,71.58027777777778,0.3260416763434902,0.4992002796414689,0.3236399880670045,0.4180153304422009,0.4066327759225098,71.58055555555555,0.5684289223938015,0.7088382574256785,0.7055795911852634,0.6608628875472865
857,71.66361111111111,0.3221561440153361,0.4913400195042036,0.3156763643749149,0.415506007188871,0.4005747584449134,71.66388888888889,0.5532840735117281,0.7122923787528485,0.6989573493246131,0.6624260211189535
858,71.74972222222222,0.3170140676235273,0.4920435276955843,0.3158989713293032,0.4057501897972515,0.4002820558348103,71.74722222222222,0.5327314957669024,0.705479244292744,0.7021048721450334,0.6593703781817164
859,71.83305555555555,0.3230144985931297,0.4861103616291516,0.3165073764837438,0.3979472202076698,0.3875541206321859,71.83333333333333,0.5483704589996092,0.7109981418874689,0.6922220980879863,0.6596957925166755
860,71.91638888888889,0.3273564861959419,0.4863400781093387,0.3127011466339717,0.3884964391361433,0.3853904043780435,71.91666666666666,0.5524002310782181,0.7094483580752204,0.6809089663140308,0.6582020982653316
861,71.99972222222222,0.3422390775505055,0.4933322333314707,0.318679847817882,0.3933971860743799,0.3881903576144109,72.0,0.5192200778991867,0.7012291780902921,0.6729654167028262,0.6522891299295801
862,72.08305555555555,0.3492613176221009,0.5002863828817633,0.3220430453155324,0.3912487992897793,0.3941534298843315,72.08333333333333,0.5198292633870586,0.6965398858630669,0.672591389853129,0.6555567223717147
863,72.16638888888889,0.349822249222746,0.4898020817373228,0.3217903036491372,0.3820506158254313,0.3872790697318724,72.16666666666666,0.5360270494944621,0.6957797640200214,0.6719868270827952,0.6570047108144292
864,72.24972222222222,0.3573209130111973,0.4842788842661512,0.3157211865830764,0.385001971500115,0.3803667247021211,72.25,0.5532126962021107,0.6943480938837272,0.6611516704287793,0.6528329308408157
865,72.33305555555555,0.3533563474929513,0.4701163442271386,0.3110352571238864,0.3861022009082996,0.3678158413411845,72.33333333333333,0.5359854615188044,0.6954441554728474,0.6582858626471351,0.6552412183943621
866,72.41638888888889,0.3509275890202417,0.4661140147700687,0.3109320775202661,0.3891506374201464,0.3694258651961932,72.41666666666666,0.55314460148143,0.6934672275021374,0.6561893472130133,0.6528294097789543
867,72.49972222222222,0.3516336717920426,0.4726714484356146,0.3068112092630735,0.3795466131815062,0.3673962408152941,72.5,0.5536893701549571,0.6968165873824453,0.6638620683206669,0.648797341658878
868,72.58583333333333,0.3650736278540653,0.4723881971553428,0.3054722130853292,0.3718894591139219,0.3679264117476598,72.58333333333333,0.5586190196324435,0.7004915112207116,0.6673039708834435,0.6483448510588149
869,72.66916666666667,0.3692464870987639,0.46766381225171,0.2963146489622135,0.3791785049146251,0.3654158205434792,72.66944444444444,0.5449328000350341,0.6992912738199741,0.660515000533794,0.6396717753638469
870,72.7525,0.374151277265327,0.4694978444380669,0.3009380761110673,0.3842130790565381,0.3676639087539659,72.75277777777778,0.5196299595119559,0.6910151486793584,0.6580951036232635,0.628777952319451
871,72.83583333333333,0.3705870239396818,0.4658898438186506,0.3025420529913912,0.3837925087882724,0.3540701169313499,72.83611111111111,0.4985097442405243,0.6890624079940845,0.6550442272224994,0.6180632200315036
872,72.91916666666667,0.3751527505544964,0.4636393598885966,0.2971261373048491,0.381716120134135,0.3564338846288851,72.91944444444444,0.4923713984261395,0.6790323226554663,0.6435623191212447,0.611127416966279
873,73.0025,0.3674474783891781,0.4603459415339294,0.2898898859952623,0.3743832378941164,0.3473546504008457,73.00277777777778,0.5022141643022873,0.6725241622509087,0.6406493278283447,0.6113703819504516
874,73.08583333333333,0.3576702265698718,0.4550091370315622,0.285432855248615,0.3653931856439028,0.3508318518025257,73.08611111111111,0.5162372821305394,0.667337195063909,0.6397052025717401,0.6097919541710901
875,73.16916666666667,0.3568200120694625,0.4436284940493019,0.2885546004930517,0.3601452857348676,0.3468649253902399,73.16944444444444,0.5204399902005538,0.6682706880740634,0.6447298932984721,0.6059919731756629
876,73.2525,0.365095849707573,0.4370035596458499,0.2830546763988751,0.3502388592940776,0.3464533067213242,73.25277777777778,0.5076215248300731,0.6681239069570538,0.6329233506746822,0.607770278872036
877,73.33583333333333,0.3690967521505631,0.4343338802707953,0.2785326368785501,0.3392732262242868,0.3441964303541338,73.33611111111111,0.4939811203649254,0.6568961160846571,0.6226855260856075,0.607926711528473
878,73.42194444444443,0.3764217299115358,0.4324190017646183,0.274388035086706,0.331047705203942,0.3444937298480474,73.41944444444444,0.4815180091790274,0.6551865785247456,0.6158163716355851,0.5968611117736347
879,73.50527777777778,0.3732697913503265,0.4292584693586944,0.2820204234201275,0.3267616136871806,0.3279446377634619,73.50555555555555,0.4616314216743786,0.6541945560412817,0.6039158401480516,0.5917733205965836
880,73.5886111111111,0.3752399426735159,0.4304518276752888,0.2800293535177581,0.3306142679038288,0.3265485856617963,73.58888888888889,0.4405205862810659,0.6569193090943235,0.5993838851655401,0.5770631793467766
881,73.67194444444443,0.3785311879344231,0.4269986207275563,0.2846143762607073,0.3368049828594036,0.3275050041054905,73.67222222222222,0.447784729457261,0.6599600968400169,0.5984204609496849,0.5741305297340701
882,73.75527777777778,0.3711425290331015,0.4218983919195475,0.2895750417722444,0.3383330723351145,0.3312133226580031,73.75555555555555,0.4622230756892191,0.6599161771306057,0.5952255224812197,0.5717752138287161
883,73.8386111111111,0.364072965716346,0.4237506840462013,0.2839108994177979,0.3353978488878608,0.3236729698838153,73.83888888888889,0.4610348474912872,0.6597868065144233,0.5937990254599752,0.5671970740613684
884,73.92194444444443,0.3613214955776918,0.4177550392933504,0.2808214978049567,0.337998623850229,0.3258833733484275,73.92222222222222,0.5002192654058935,0.6579712402358984,0.5943409263048804,0.5643959532230755
885,74.00527777777778,0.3686871140574083,0.4125109992377154,0.2779063847834708,0.3287347073304995,0.3266439596183622,74.00555555555555,0.4869755480035531,0.6598687322355532,0.5922511821539648,0.5681716944652858
886,74.0886111111111,0.3619688144425088,0.4028181048469137,0.2807651074452507,0.3272054082126402,0.3171541542611633,74.08888888888889,0.4879029118828669,0.6600785351499995,0.5907297508643556,0.5671241412998435
887,74.17194444444443,0.352965587866742,0.3992758964794516,0.2785972121243673,0.3184100341563152,0.3160133818453924,74.17222222222222,0.4990005716705218,0.6537999003119441,0.5887765910122776,0.5566531375989936
888,74.25805555555556,0.3514764233105966,0.3926839138847263,0.275402244397054,0.3183478915968721,0.3212210659406341,74.25555555555555,0.4960677400212875,0.6540320777501869,0.5819916618930573,0.5509585275953768
889,74.34138888888889,0.3521003076013009,0.3840416962030278,0.2719797490817006,0.3188182857453541,0.318976629117494,74.34166666666667,0.4849036276180254,0.645374316189618,0.5905749235211167,0.550840155882033
890,74.42472222222221,0.3562362254128202,0.385948781965536,0.2647292702388608,0.3122205205884922,0.3198794929475955,74.425,0.4759074431716784,0.6424258630512256,0.59032633662998,0.5496978674123996
891,74.50805555555556,0.3616831592658598,0.3886047090943246,0.2598503511712476,0.31115389888871,0.3191290780035875,74.50833333333333,0.4716783934212754,0.6439859644520856,0.5846458626722675,0.5371315075003095
892,74.59138888888889,0.3638400895278635,0.3830090149023576,0.2495425344237354,0.3076177221841175,0.3141248038591355,74.59166666666667,0.4756156831339309,0.6516538652053678,0.5855334638196972,0.5349409218199976
893,74.67472222222221,0.3605059944130158,0.3837612360934915,0.2384053617833603,0.3008112907885203,0.3104660890889281,74.675,0.4685185151048484,0.6440288088203372,0.5777891029630904,0.5281259564060959
894,74.75805555555556,0.3558798499822369,0.3742609087624746,0.2316383742793174,0.2977339037914118,0.3027523512686705,74.75833333333333,0.4623860901573119,0.6323100375023509,0.5792127437123633,0.522086457653631
895,74.84138888888889,0.3509606301431863,0.3675075683949453,0.2202411121829606,0.2871848590579731,0.2871830069750953,74.84166666666667,0.471217607142695,0.632496792152858,0.5782043503965302,0.5158222723180309
896,74.92472222222221,0.3495473066502659,0.3561007498674346,0.2156131150078078,0.2883634532290802,0.2813574717859521,74.925,0.4904122629404571,0.6277883123694004,0.5717638880637093,0.506933247515121
897,75.00805555555556,0.3408388491046132,0.3514399874473642,0.2101539215095362,0.2804689817213006,0.2688751602800093,75.00833333333333,0.4761692524581418,0.6161838364456138,0.5616913224811115,0.5114192307211246
898,75.09416666666667,0.333034224954104,0.33912481479305,0.2092630696859839,0.267300738726886,0.2597354860370578,75.09166666666667,0.4740877686313787,0.6100826013712264,0.5551866201350525,0.5070800697726618
899,75.1775,0.3259323994933543,0.3233547649536965,0.2033400967771489,0.2598580172137844,0.2491378616379106,75.17777777777778,0.5041670024238818,0.6094838428320598,0.5570497482309416,0.5027156128667509
900,75.26083333333332,0.3187323358637199,0.3155293703693994,0.1953845392651907,0.246940108925632,0.2358816986643999,75.2611111111111,0.5078061428274532,0.6021867952100249,0.557680674693289,0.502125708560811
901,75.34416666666667,0.3140329950532946,0.30824816287115,0.192795932874427,0.2331463043817536,0.2309664076993781,75.34444444444443,0.5104043768619818,0.604990691583133,0.5506793681657027,0.5055102057726546
902,75.4275,0.3098333358969073,0.2985106736808288,0.1857738125713398,0.2290758928771681,0.224191398326719,75.42777777777778,0.5007608895754391,0.6064947637254783,0.5368457980108905,0.5020689537804931
903,75.51083333333332,0.3057323150761311,0.289716433411206,0.1815177125645686,0.2167281624825836,0.2119560791313186,75.5111111111111,0.4904748640438834,0.6054982421072588,0.5283799343106601,0.5012018022229401
904,75.59416666666667,0.2985288871192749,0.2810649720659464,0.1736271663049159,0.211702400044398,0.207459857699092,75.59444444444443,0.4917454813714585,0.5978003558947556,0.522881747865914,0.4975086010990022
905,75.6775,0.3004220044013896,0.2719558190396058,0.1735017064853422,0.2097978911846991,0.2029021406169736,75.67777777777778,0.474571920690396,0.5902003329503507,0.5159512101966571,0.498789200768086
906,75.76083333333332,0.2974106171442604,0.25498850311763,0.1739408650409711,0.2094139203012668,0.1994823334729231,75.7611111111111,0.4715533591610142,0.5852973998325124,0.5023882935419929,0.4854434519499963
907,75.84416666666667,0.2996936734164142,0.2587625524763585,0.1729441731490839,0.2035497705675704,0.1989998408559152,75.84444444444443,0.4694889719717093,0.5860907817958069,0.4993929708601215,0.4766712057249352
908,75.93027777777777,0.2992701191331155,0.2420774946830213,0.1653111612291274,0.2002047239327698,0.1904540663559485,75.92777777777778,0.4629779323389688,0.5789797027908898,0.4917652158283417,0.4682723135335034
909,76.0136111111111,0.3021388980563682,0.234732856695741,0.1646413589427049,0.1993780611217159,0.1950444125640419,76.01388888888889,0.4248194115073671,0.570763385464512,0.4881050028430534,0.4650466271766977
910,76.09694444444445,0.3020989517949174,0.2285281648635291,0.1591342951935802,0.2024690616349488,0.1891702810722356,76.09722222222221,0.4348125787495644,0.5732410511595161,0.4886123070197548,0.4633939988159155
911,76.18027777777777,0.2805492198042434,0.2140629449262926,0.1389894981276801,0.190077003748699,0.182431072473589,76.18055555555556,0.4395566013663063,0.5702119199148374,0.4848871041930418,0.4625142809729501
912,76.2636111111111,0.2608886393865662,0.1983367220148236,0.1236064951330887,0.1868011645148903,0.1738261863621822,76.26388888888889,0.4244506446864204,0.559275210465505,0.4749293709166088,0.4488073265299939
913,76.34694444444445,0.2481161456908448,0.1941490206508146,0.1239848128400546,0.1818408197611342,0.1655550213331171,76.34722222222221,0.406093872066823,0.544230140242639,0.4617390844632505,0.4360729887296379
914,76.43027777777777,0.2372306717127769,0.1856993647468446,0.1103239771209836,0.1749952440907333,0.1586169749825158,76.43055555555556,0.3884854448925171,0.5392759253734548,0.4515162228248594,0.4309111211748673
915,76.5136111111111,0.2294311482948005,0.1903872776063835,0.0988235130904467,0.1672637108826808,0.1528114439075237,76.51388888888889,0.36882452257659,0.5270117806812582,0.4386607647124252,0.4215215778290709
916,76.59694444444445,0.2249165041260919,0.1810122819237958,0.0954829451051693,0.1634454922916604,0.1535378237063023,76.59722222222221,0.3433102625602134,0.512636919685451,0.43597268955604,0.4135042130160317
917,76.68027777777777,0.2272856657425636,0.1631738997843351,0.1015017967640414,0.1591398592480488,0.1507955089780362,76.68055555555556,0.3079418203126488,0.500350554601524,0.4216519775048912,0.4018588814199298
918,76.76638888888888,0.2197375575268704,0.1532716526641465,0.0920795909081129,0.1551460814579065,0.1445838933229308,76.76388888888889,0.2993183493312416,0.4833518963410652,0.4060986094272685,0.4017854380853471
919,76.84972222222221,0.2126711017084033,0.1443050614302703,0.0848158496205939,0.1396634274029901,0.1445023693422124,76.85,0.3026390011414196,0.4722401545117519,0.3939125669105565,0.3960837384172597
920,76.93305555555555,0.211285218363294,0.1358736463406351,0.0751100942268566,0.1246911643407458,0.1331503286381255,76.93333333333334,0.2831029252967016,0.4670145374173567,0.3858938322612401,0.3943536381810425
921,77.01638888888888,0.207578825414411,0.1315769270440623,0.0631618452944325,0.1110285583043088,0.1319271618139405,77.01666666666667,0.2695092693786876,0.4556742520577425,0.3712423885049041,0.3839949935024704
922,77.09972222222221,0.1923508386313658,0.1260144225802637,0.0589706226330121,0.1074748741025059,0.1212322584739431,77.1,0.2874571789970662,0.445018504128868,0.3685582193862306,0.3728076608677153
923,77.18305555555555,0.1962001716305035,0.1191856513798425,0.0617359452944491,0.0988293753198542,0.1184650072234408,77.18333333333334,0.2563457977896121,0.4384464980227833,0.3602413093690004,0.358791497123345
924,77.26638888888888,0.1937257358749109,0.1154901312642957,0.056057331572756,0.0922913243165596,0.1054247956687638,77.26666666666667,0.2419742674221811,0.4239574368276326,0.3544916436360948,0.3449463594763274
925,77.34972222222221,0.189326440674411,0.1157273794460124,0.0455342990041071,0.0904599822285212,0.1009110104172632,77.35,0.2441417275887215,0.4053505223276498,0.3375092080894908,0.3276721054940283
926,77.43305555555555,0.1900011931855708,0.115696912528268,0.0437663643668383,0.086934608967328,0.086923037077307,77.43333333333334,0.2352473160112652,0.3944249550031644,0.3338939893502672,0.3135685931042106
927,77.51638888888888,0.1795488984116916,0.1027982465052352,0.0427530436814446,0.0817144632202582,0.0768602602582902,77.51666666666667,0.2460901684399278,0.3927799340305999,0.3292459747586017,0.3036356805950341
928,77.60249999999999,0.1687684592028158,0.0820308967619778,0.0404938522105782,0.0847988024502803,0.0739220635706224,77.6,0.2324694186529086,0.384614657282468,0.3175651523737688,0.2996732266150601
929,77.68583333333333,0.1606587762557244,0.0763943780744475,0.0313883044590578,0.0803868828960555,0.0697078296257368,77.6861111111111,0.2461841984565001,0.3713283213273801,0.3150515109741409,0.2908810901732427
930,77.76916666666666,0.146018748113933,0.0664882046094883,0.0242359141738619,0.0768779595719326,0.0714169400360876,77.76944444444445,0.2410336376850728,0.351920121430031,0.2977050400571941,0.2768591306389392
931,77.85249999999999,0.1378472711677027,0.0511118899248399,0.0048361943441283,0.0640712862679533,0.0628487754151476,77.85277777777777,0.1982168642010867,0.3327892515512187,0.2797257298394957,0.2672072077419019
932,77.93583333333333,0.1339432396540296,0.0408649469691315,-0.0044113427988475,0.0515661155498475,0.0536027153774134,77.9361111111111,0.1611330038950905,0.3113349043478284,0.254913571256718,0.2455251815722825
933,78.01916666666666,0.1255055456566497,0.0251468880818797,-0.0077071857816054,0.0423616987590361,0.0504781385383998,78.01944444444445,0.1733811806857113,0.2943562711728393,0.24526855596363,0.2262129125806287
934,78.10249999999999,0.119733079106034,0.0111572249934997,-0.0116518238885272,0.0394572860126317,0.0444744225146425,78.10277777777777,0.105160516519669,0.2786525420753228,0.2279906763340987,0.2082702615778858
